holding_id,portfolio_id,security_id,security_symbol,security_name,security_type,shares,purchase_price,current_price,purchase_date
HOLD000539,PORT00044,SEC00005,QZJ,Security 17,Option,468.65,348.77,242.18,2024-03-27
HOLD000540,PORT00044,SEC00018,NHX,Security 30,Bond,970.65,109.17,184.8,2021-04-09
HOLD000541,PORT00044,SEC00024,CFU,Security 60,Mutual Fund,83.73,439.69,347.29,2025-10-27
HOLD000542,PORT00044,SEC00091,KLD,Security 56,Bond,746.82,239.49,457.86,2025-01-17
HOLD000543,PORT00044,SEC00079,CMD,Security 87,ETF,588.78,465.61,146.67,2021-04-02
HOLD000544,PORT00044,SEC00054,COJ,Security 51,Mutual Fund,548.02,316.57,421.68,2024-11-06
HOLD000545,PORT00044,SEC00008,PVS,Security 43,Bond,977.48,254.31,241.49,2024-05-28
HOLD000546,PORT00044,SEC00081,YZM,Security 36,Option,677.39,442.8,457.19,2021-02-12
HOLD000547,PORT00044,SEC00060,CKG,Security 98,Stock,193.46,214.72,342.93,2023-03-02
HOLD000548,PORT00045,SEC00065,DWN,Security 59,Mutual Fund,226.56,398.39,498.11,2025-03-20
HOLD000549,PORT00045,SEC00095,RFO,Security 20,Mutual Fund,564.85,214.97,119.14,2024-03-26
HOLD000550,PORT00045,SEC00086,PKG,Security 83,Stock,479.59,285.36,498.92,2021-02-24
HOLD000551,PORT00045,SEC00011,NUI,Security 60,Mutual Fund,737.72,21.4,482.02,2025-04-16
HOLD000552,PORT00045,SEC00043,OXW,Security 48,Mutual Fund,990.62,192.96,311.14,2025-03-23
HOLD000553,PORT00045,SEC00085,IYE,Security 72,Bond,231.71,77.39,278.12,2025-07-24
HOLD000554,PORT00045,SEC00080,OQQ,Security 55,Bond,993.78,131.89,169.61,2024-08-09
HOLD000555,PORT00045,SEC00036,XFE,Security 16,Bond,901.48,86.39,282.97,2022-11-23
HOLD000556,PORT00045,SEC00064,WSV,Security 64,Bond,164.93,288.34,284.98,2022-08-06
HOLD000557,PORT00045,SEC00050,BTS,Security 91,Bond,868.9,302.9,252.18,2022-10-31
HOLD000558,PORT00045,SEC00048,TQT,Security 32,Mutual Fund,260.98,84.58,262.56,2021-08-01
HOLD000559,PORT00045,SEC00013,TIV,Security 2,Option,283.1,46.11,232.38,2025-10-07
HOLD000560,PORT00045,SEC00090,DPC,Security 45,Mutual Fund,818.32,296.76,287.53,2021-10-17
HOLD000561,PORT00046,SEC00007,LHV,Security 50,Bond,923.61,221.28,16.77,2021-04-27
HOLD000562,PORT00046,SEC00054,RFN,Security 30,ETF,284.27,354.25,197.05,2021-03-08
HOLD000563,PORT00046,SEC00092,KSN,Security 33,ETF,365.57,77.6,498.37,2024-01-21
HOLD000564,PORT00046,SEC00062,EJR,Security 79,Mutual Fund,381.51,202.75,480.79,2023-07-13
HOLD000565,PORT00046,SEC00037,GTQ,Security 73,Option,469.63,303.57,12.0,2023-06-04
HOLD000566,PORT00046,SEC00001,AIM,Security 53,ETF,60.24,431.12,455.0,2021-04-29
HOLD000567,PORT00046,SEC00089,LVF,Security 18,ETF,734.75,417.43,395.81,2021-05-12
HOLD000568,PORT00046,SEC00039,PDG,Security 3,Mutual Fund,161.77,203.5,357.78,2021-11-07
HOLD000569,PORT00046,SEC00073,CTU,Security 11,ETF,738.81,445.11,205.19,2022-09-28
HOLD000570,PORT00046,SEC00030,KJQ,Security 78,Stock,704.88,21.34,89.14,2021-11-26
HOLD000571,PORT00046,SEC00012,DIX,Security 4,Option,87.1,163.37,271.71,2023-08-25
HOLD000572,PORT00046,SEC00063,GQG,Security 30,Option,689.22,451.8,10.93,2024-04-04
HOLD000573,PORT00046,SEC00079,QGK,Security 53,Bond,185.16,240.56,114.91,2025-07-04
HOLD000574,PORT00046,SEC00075,HEQ,Security 65,ETF,342.21,77.13,239.46,2021-01-12
HOLD000575,PORT00046,SEC00070,PLV,Security 24,ETF,266.7,224.43,301.98,2023-02-10
HOLD000576,PORT00047,SEC00094,KEK,Security 39,Bond,101.01,235.59,384.6,2022-07-06
HOLD000577,PORT00047,SEC00016,NQI,Security 92,Option,865.63,173.13,282.82,2024-12-08
HOLD000578,PORT00047,SEC00096,MGY,Security 40,Option,294.61,491.22,409.82,2025-08-29
HOLD000579,PORT00047,SEC00042,WGO,Security 47,Mutual Fund,563.3,36.91,306.52,2024-01-05
HOLD000580,PORT00047,SEC00091,DYC,Security 91,Mutual Fund,113.54,15.07,13.34,2022-06-12
HOLD000581,PORT00047,SEC00094,ROU,Security 22,ETF,571.49,18.49,446.49,2021-06-29
HOLD000582,PORT00047,SEC00040,ODG,Security 64,Bond,592.33,436.31,414.25,2023-10-02
HOLD000583,PORT00047,SEC00055,SLY,Security 88,Option,509.54,328.26,108.15,2023-04-01
HOLD000584,PORT00047,SEC00092,AGS,Security 35,ETF,738.58,355.92,389.7,2024-11-09
HOLD000585,PORT00047,SEC00097,ZUK,Security 36,Option,985.64,32.39,181.84,2024-03-30
HOLD000586,PORT00047,SEC00073,UZP,Security 54,ETF,310.47,38.1,85.1,2023-08-16
HOLD000587,PORT00047,SEC00063,IXD,Security 54,Stock,925.13,127.19,54.25,2021-01-05
HOLD000588,PORT00047,SEC00067,LBI,Security 61,Option,561.04,426.8,187.63,2022-01-17
HOLD000589,PORT00047,SEC00054,DFR,Security 81,Bond,758.54,155.78,421.52,2025-01-23
HOLD000590,PORT00047,SEC00072,ZVO,Security 94,Bond,442.34,383.07,442.76,2025-09-07
HOLD000591,PORT00047,SEC00049,JPZ,Security 6,Option,526.51,26.5,492.15,2022-09-08
HOLD000592,PORT00047,SEC00011,UNV,Security 3,ETF,702.1,476.28,406.98,2023-03-18
HOLD000593,PORT00047,SEC00090,LUR,Security 64,Option,257.34,103.72,495.32,2021-09-26
HOLD000594,PORT00047,SEC00002,LBA,Security 5,Option,791.49,140.73,116.69,2024-01-05
HOLD000595,PORT00047,SEC00077,NXA,Security 63,Mutual Fund,279.62,411.55,179.07,2021-11-21
HOLD000596,PORT00048,SEC00023,GGN,Security 2,ETF,992.9,352.66,132.71,2021-07-17
HOLD000597,PORT00048,SEC00039,OES,Security 87,ETF,579.82,334.41,87.15,2025-04-25
HOLD000598,PORT00048,SEC00043,ESW,Security 75,Mutual Fund,573.98,204.23,374.59,2023-05-14
HOLD000599,PORT00048,SEC00081,BQQ,Security 46,Mutual Fund,543.86,358.45,284.29,2025-02-13
HOLD000600,PORT00048,SEC00056,ITZ,Security 85,Stock,923.61,298.93,51.27,2024-11-13
HOLD000601,PORT00048,SEC00048,JPE,Security 39,ETF,204.86,26.42,106.61,2023-12-29
HOLD000602,PORT00048,SEC00069,WXJ,Security 1,Option,658.19,464.85,103.83,2023-01-21
HOLD000603,PORT00048,SEC00074,JHU,Security 96,ETF,863.58,215.89,155.15,2021-01-26
HOLD000604,PORT00048,SEC00087,BKJ,Security 88,ETF,98.21,476.51,289.83,2025-03-27
HOLD000605,PORT00048,SEC00029,YWV,Security 87,Stock,437.22,186.71,349.74,2023-04-03
HOLD000606,PORT00049,SEC00029,AXQ,Security 4,Bond,659.3,259.14,270.22,2025-01-01
HOLD000607,PORT00049,SEC00064,WEX,Security 35,Mutual Fund,958.37,421.56,286.37,2024-10-27
HOLD000608,PORT00049,SEC00048,WCP,Security 11,ETF,125.55,69.22,259.59,2025-02-04
HOLD000609,PORT00049,SEC00010,HDO,Security 19,Bond,376.07,44.43,71.59,2021-04-03
HOLD000610,PORT00049,SEC00083,YYR,Security 5,Stock,46.68,61.39,173.71,2020-12-19
HOLD000611,PORT00049,SEC00039,AQU,Security 89,ETF,253.44,183.77,116.76,2024-06-21
HOLD000612,PORT00049,SEC00053,OAL,Security 59,ETF,202.33,338.31,65.2,2024-04-23
HOLD000613,PORT00049,SEC00008,FFM,Security 78,Mutual Fund,424.93,476.27,374.72,2022-05-24
HOLD000614,PORT00050,SEC00066,JWU,Security 51,Stock,769.02,283.14,82.79,2023-01-13
HOLD000615,PORT00050,SEC00020,ZGS,Security 65,Option,764.26,104.72,240.02,2025-03-12
HOLD000616,PORT00050,SEC00014,CQG,Security 81,Stock,555.32,349.79,446.22,2021-12-15
HOLD000617,PORT00050,SEC00062,KUH,Security 5,Option,642.54,91.12,496.32,2025-10-18
HOLD000618,PORT00050,SEC00034,QWM,Security 69,Stock,548.33,36.19,147.76,2025-07-01
HOLD000619,PORT00050,SEC00017,YTX,Security 18,Mutual Fund,41.44,213.37,446.2,2022-10-12
HOLD000620,PORT00050,SEC00083,HFC,Security 33,Mutual Fund,365.96,333.8,215.62,2021-03-17
HOLD000621,PORT00050,SEC00081,RUY,Security 55,Bond,83.41,210.67,281.83,2023-02-28
HOLD000622,PORT00050,SEC00099,AIX,Security 11,Stock,364.04,215.38,215.25,2024-01-01
HOLD000623,PORT00050,SEC00041,GTE,Security 99,Stock,535.77,425.0,62.91,2025-02-20
HOLD000624,PORT00050,SEC00037,MIV,Security 67,Option,48.25,498.36,436.09,2022-07-14
HOLD000625,PORT00050,SEC00080,BPB,Security 60,ETF,235.54,293.1,468.48,2022-06-05
HOLD000626,PORT00050,SEC00022,FFQ,Security 19,Stock,635.6,483.92,77.66,2021-01-24
HOLD000627,PORT00051,SEC00020,GIV,Security 68,Mutual Fund,876.24,234.29,354.76,2025-04-14
HOLD000628,PORT00051,SEC00073,HEF,Security 43,ETF,996.67,225.19,303.98,2023-01-04
HOLD000629,PORT00051,SEC00046,BMJ,Security 14,Option,993.74,350.98,120.35,2025-10-05
HOLD000630,PORT00051,SEC00028,MAP,Security 15,Mutual Fund,578.65,481.48,232.4,2021-03-24
HOLD000631,PORT00051,SEC00027,OQW,Security 34,Mutual Fund,374.17,321.97,460.62,2023-08-14
HOLD000632,PORT00051,SEC00086,ONV,Security 28,Stock,748.66,68.96,112.22,2025-05-02
HOLD000633,PORT00051,SEC00092,TFT,Security 78,Bond,187.07,368.31,296.71,2021-09-12
HOLD000634,PORT00051,SEC00064,YVR,Security 5,Stock,50.35,24.8,385.27,2023-06-11
HOLD000635,PORT00051,SEC00015,LMV,Security 52,Bond,385.2,351.47,220.88,2022-12-12
HOLD000636,PORT00051,SEC00086,BZC,Security 5,Option,631.27,443.96,425.48,2022-07-17
HOLD000637,PORT00051,SEC00063,YGI,Security 69,Bond,619.77,489.16,186.57,2020-12-06
HOLD000638,PORT00051,SEC00047,PGE,Security 95,ETF,634.14,107.26,185.63,2025-01-16
HOLD000639,PORT00051,SEC00088,LXS,Security 57,Bond,130.58,466.98,243.76,2022-08-23
HOLD000640,PORT00051,SEC00100,DIJ,Security 21,Option,516.39,487.23,414.46,2024-09-17
HOLD000641,PORT00051,SEC00012,VYN,Security 1,Mutual Fund,599.36,382.51,333.64,2021-08-31
HOLD000642,PORT00051,SEC00006,TDG,Security 27,Stock,887.34,252.44,93.92,2023-09-15
HOLD000643,PORT00052,SEC00077,EQO,Security 45,Stock,926.29,185.41,400.15,2021-12-11
HOLD000644,PORT00052,SEC00088,EWQ,Security 18,Mutual Fund,902.57,191.77,341.31,2023-01-10
HOLD000645,PORT00052,SEC00008,EWK,Security 59,ETF,624.0,350.07,193.61,2022-08-13
HOLD000646,PORT00052,SEC00025,TPE,Security 45,Stock,758.77,272.56,216.27,2024-03-25
HOLD000647,PORT00052,SEC00012,OFR,Security 90,Option,323.33,190.99,54.85,2022-11-26
HOLD000648,PORT00052,SEC00073,LUK,Security 30,Option,823.14,147.36,109.46,2023-12-15
HOLD000649,PORT00052,SEC00022,GQX,Security 47,Bond,110.78,211.24,70.93,2021-11-21
HOLD000650,PORT00052,SEC00011,BXL,Security 45,Option,717.08,370.75,375.14,2024-04-27
HOLD000651,PORT00052,SEC00024,FXH,Security 36,Stock,246.66,159.99,212.79,2024-12-22
HOLD000652,PORT00053,SEC00049,KDT,Security 45,ETF,323.52,145.8,348.89,2023-08-12
HOLD000653,PORT00053,SEC00001,HLM,Security 49,Stock,621.69,104.63,367.38,2023-10-15
HOLD000654,PORT00053,SEC00034,CPY,Security 51,Mutual Fund,467.97,11.93,230.06,2022-07-25
HOLD000655,PORT00053,SEC00034,SDF,Security 1,Stock,191.06,190.24,260.99,2023-10-06
HOLD000656,PORT00053,SEC00049,GPA,Security 23,Stock,412.68,287.03,264.03,2025-09-28
HOLD000657,PORT00053,SEC00073,CEW,Security 56,ETF,700.01,63.75,470.89,2024-09-05
HOLD000658,PORT00053,SEC00071,EGG,Security 61,Option,491.26,114.69,486.36,2021-07-05
HOLD000659,PORT00053,SEC00021,UPC,Security 86,Mutual Fund,89.19,438.51,455.19,2025-01-29
HOLD000660,PORT00053,SEC00056,SBC,Security 70,ETF,921.88,103.37,215.97,2023-02-08
HOLD000661,PORT00053,SEC00049,FPY,Security 39,Bond,48.38,372.93,33.55,2024-11-23
HOLD000662,PORT00053,SEC00014,TDE,Security 88,Mutual Fund,824.7,47.97,325.39,2024-05-17
HOLD000663,PORT00054,SEC00080,NQR,Security 21,Mutual Fund,545.73,128.03,106.45,2025-06-09
HOLD000664,PORT00054,SEC00058,UIR,Security 91,Mutual Fund,683.08,240.61,139.02,2023-10-18
HOLD000665,PORT00054,SEC00019,ZAY,Security 27,Stock,987.35,237.66,487.29,2022-02-04
HOLD000666,PORT00054,SEC00067,XQA,Security 49,Stock,993.39,471.36,159.14,2024-07-09
HOLD000667,PORT00054,SEC00066,HXM,Security 55,Option,285.36,65.25,405.78,2024-04-20
HOLD000668,PORT00054,SEC00036,TTQ,Security 46,ETF,876.86,237.16,183.76,2024-07-07
HOLD000669,PORT00054,SEC00094,NKV,Security 92,Mutual Fund,314.71,12.65,176.99,2022-08-09
HOLD000670,PORT00054,SEC00097,FGG,Security 67,Option,736.49,166.79,215.58,2021-08-14
HOLD000671,PORT00054,SEC00075,DHW,Security 81,Stock,416.81,489.31,120.59,2021-11-14
HOLD000672,PORT00054,SEC00081,FTE,Security 68,Mutual Fund,35.57,135.22,52.0,2024-01-21
HOLD000673,PORT00054,SEC00079,BPX,Security 6,ETF,465.47,184.64,166.39,2021-01-26
HOLD000674,PORT00054,SEC00047,ZWW,Security 99,Option,733.02,99.1,435.3,2021-02-18
HOLD000675,PORT00054,SEC00005,AQP,Security 99,Option,68.58,371.46,309.92,2025-06-14
HOLD000676,PORT00054,SEC00013,DDY,Security 69,Bond,963.06,397.59,306.84,2021-11-16
HOLD000677,PORT00054,SEC00039,BLU,Security 65,Bond,492.51,147.05,189.81,2022-06-23
HOLD000678,PORT00054,SEC00067,MLW,Security 80,Option,584.29,271.58,369.3,2021-10-15
HOLD000679,PORT00054,SEC00075,FVB,Security 71,Mutual Fund,524.69,98.58,382.91,2024-02-12
HOLD000680,PORT00054,SEC00043,ZAG,Security 81,Stock,432.03,126.01,31.72,2021-11-10
HOLD000681,PORT00054,SEC00031,GLT,Security 96,Option,540.13,232.54,316.58,2023-12-16
HOLD000682,PORT00055,SEC00017,WXF,Security 93,Mutual Fund,824.18,252.23,324.72,2020-12-18
HOLD000683,PORT00055,SEC00067,JQE,Security 92,Option,146.17,137.75,54.42,2025-07-20
HOLD000684,PORT00055,SEC00090,IEA,Security 85,ETF,92.78,326.7,53.02,2021-09-15
HOLD000685,PORT00055,SEC00081,LNH,Security 29,Option,99.54,372.86,319.47,2023-03-31
HOLD000686,PORT00055,SEC00045,WUP,Security 49,Mutual Fund,288.48,110.05,94.67,2021-01-29
HOLD000687,PORT00055,SEC00074,ZGG,Security 5,ETF,825.63,89.6,103.6,2022-10-25
HOLD000688,PORT00055,SEC00078,HCY,Security 90,Stock,311.28,384.04,284.91,2025-08-07
HOLD000689,PORT00056,SEC00073,JIB,Security 53,Bond,877.9,77.78,452.17,2024-09-17
HOLD000690,PORT00056,SEC00056,NYW,Security 93,Stock,738.48,306.78,370.06,2024-12-26
HOLD000691,PORT00056,SEC00024,ISN,Security 32,Option,162.74,407.78,303.95,2025-05-13
HOLD000692,PORT00056,SEC00054,TTC,Security 59,Mutual Fund,368.04,152.85,53.96,2024-09-06
HOLD000693,PORT00056,SEC00005,QDL,Security 87,Stock,70.15,121.62,28.78,2025-09-02
HOLD000694,PORT00056,SEC00096,KRU,Security 76,Option,740.62,62.76,401.08,2021-05-20
HOLD000695,PORT00056,SEC00033,ZHJ,Security 97,Bond,251.77,334.91,43.21,2024-01-03
HOLD000696,PORT00056,SEC00095,MDG,Security 47,Mutual Fund,824.74,194.63,285.66,2023-06-04
HOLD000697,PORT00056,SEC00025,QOK,Security 56,Mutual Fund,676.65,69.28,413.19,2022-09-25
HOLD000698,PORT00056,SEC00010,CZF,Security 78,Mutual Fund,648.4,359.45,12.43,2021-09-13
HOLD000699,PORT00056,SEC00006,CEP,Security 18,Mutual Fund,685.74,310.56,468.84,2021-07-15
HOLD000700,PORT00056,SEC00064,LAE,Security 66,Option,885.73,234.19,129.58,2025-07-12
HOLD000701,PORT00056,SEC00057,ILJ,Security 79,Option,992.88,183.45,98.48,2023-04-09
HOLD000702,PORT00056,SEC00046,OPO,Security 86,ETF,553.5,491.0,92.33,2022-04-26
HOLD000703,PORT00056,SEC00095,QXM,Security 58,Bond,205.87,227.49,196.09,2023-06-23
HOLD000704,PORT00056,SEC00088,QGO,Security 22,Stock,61.82,164.16,403.82,2021-07-18
HOLD000705,PORT00056,SEC00048,LTC,Security 42,Stock,469.34,342.68,384.22,2025-01-29
HOLD000706,PORT00056,SEC00057,HHW,Security 44,Stock,188.28,160.05,58.87,2025-02-21
HOLD000707,PORT00057,SEC00079,TQT,Security 67,Bond,220.56,419.64,77.07,2024-06-17
HOLD000708,PORT00057,SEC00017,QEG,Security 38,Mutual Fund,738.69,79.82,343.6,2023-06-08
HOLD000709,PORT00057,SEC00016,FEX,Security 31,Stock,157.95,175.76,337.85,2025-11-16
HOLD000710,PORT00057,SEC00061,EHZ,Security 19,Mutual Fund,853.29,323.43,144.13,2020-12-11
HOLD000711,PORT00057,SEC00033,IBK,Security 13,Bond,662.54,229.5,147.89,2022-11-05
HOLD000712,PORT00057,SEC00069,OBL,Security 44,Mutual Fund,796.6,269.0,32.25,2023-04-10
HOLD000713,PORT00057,SEC00095,FKY,Security 20,Option,649.23,134.35,311.77,2025-08-08
HOLD000714,PORT00058,SEC00026,GZX,Security 18,Stock,350.12,454.47,92.09,2021-01-06
HOLD000715,PORT00058,SEC00024,YZG,Security 32,Bond,782.11,51.37,213.55,2025-04-17
HOLD000716,PORT00058,SEC00097,ZMF,Security 51,Mutual Fund,351.75,199.43,297.23,2025-08-28
HOLD000717,PORT00058,SEC00059,QOE,Security 84,Stock,947.44,119.49,398.78,2022-10-16
HOLD000718,PORT00058,SEC00039,PUB,Security 40,Stock,182.84,401.4,249.16,2020-11-27
HOLD000719,PORT00058,SEC00080,GAV,Security 7,Bond,513.86,90.24,430.72,2021-11-11
HOLD000720,PORT00058,SEC00048,LHM,Security 84,Bond,80.53,476.99,401.01,2023-04-21
HOLD000721,PORT00058,SEC00083,HOB,Security 29,Option,714.4,176.03,226.34,2022-03-22
HOLD000722,PORT00058,SEC00054,AYG,Security 28,Bond,814.0,431.13,23.2,2024-10-22
HOLD000723,PORT00058,SEC00045,SSU,Security 76,Option,28.43,197.61,323.16,2025-10-25
HOLD000724,PORT00059,SEC00029,XDO,Security 99,Mutual Fund,45.88,268.31,18.04,2024-07-11
HOLD000725,PORT00059,SEC00043,EDN,Security 23,Bond,949.52,209.89,74.67,2025-01-05
HOLD000726,PORT00059,SEC00014,ZDS,Security 68,ETF,313.12,143.01,50.96,2024-08-13
HOLD000727,PORT00059,SEC00036,CQD,Security 21,Option,99.9,395.44,194.28,2022-11-10
HOLD000728,PORT00059,SEC00052,BMF,Security 42,Bond,994.49,400.38,45.02,2024-09-27
HOLD000729,PORT00059,SEC00085,QDQ,Security 35,Option,453.28,401.41,196.1,2021-03-11
HOLD000730,PORT00059,SEC00061,OCC,Security 4,Option,859.92,343.43,128.84,2024-10-13
HOLD000731,PORT00059,SEC00084,XYF,Security 2,ETF,627.61,496.91,188.45,2023-03-13
HOLD000732,PORT00059,SEC00028,CMT,Security 48,ETF,934.18,83.79,167.6,2022-03-12
HOLD000733,PORT00060,SEC00052,TCL,Security 70,Bond,789.23,314.02,18.26,2025-11-01
HOLD000734,PORT00060,SEC00031,ZNN,Security 60,Mutual Fund,949.27,29.9,275.72,2023-03-21
HOLD000735,PORT00060,SEC00030,HPO,Security 77,Option,776.28,230.66,345.49,2022-04-23
HOLD000736,PORT00060,SEC00079,YXG,Security 10,Mutual Fund,887.49,436.93,363.24,2023-08-15
HOLD000737,PORT00060,SEC00042,PJU,Security 67,Mutual Fund,513.18,265.32,274.98,2023-04-04
HOLD000738,PORT00060,SEC00090,HUF,Security 47,ETF,295.92,161.94,119.0,2021-05-29
HOLD000739,PORT00060,SEC00060,WEG,Security 33,Stock,758.7,82.02,115.71,2022-08-30
HOLD000740,PORT00061,SEC00011,SWN,Security 94,Option,967.74,214.98,440.17,2025-05-10
HOLD000741,PORT00061,SEC00031,PLT,Security 55,Mutual Fund,501.06,231.55,95.73,2023-10-13
HOLD000742,PORT00061,SEC00064,TOV,Security 22,Bond,562.29,84.67,387.38,2023-01-07
HOLD000743,PORT00061,SEC00023,MVS,Security 83,Mutual Fund,673.08,294.66,19.51,2025-06-24
HOLD000744,PORT00061,SEC00095,AHQ,Security 2,Stock,180.29,479.46,286.0,2024-06-15
HOLD000745,PORT00061,SEC00081,JMX,Security 27,Bond,60.02,290.32,121.62,2022-09-09
HOLD000746,PORT00061,SEC00075,KSS,Security 81,Bond,794.99,377.0,32.88,2024-10-08
HOLD000747,PORT00061,SEC00030,ZTF,Security 100,Stock,233.89,268.37,419.54,2021-01-12
HOLD000748,PORT00062,SEC00053,WXZ,Security 69,Mutual Fund,816.02,489.43,377.51,2025-05-20
HOLD000749,PORT00062,SEC00042,MGS,Security 29,Mutual Fund,125.08,125.9,10.62,2022-06-27
HOLD000750,PORT00062,SEC00078,JSE,Security 94,Stock,700.71,42.99,434.73,2024-11-03
HOLD000751,PORT00062,SEC00084,BGZ,Security 40,Bond,170.57,291.12,174.0,2025-05-14
HOLD000752,PORT00062,SEC00071,VXF,Security 38,Bond,126.79,464.37,482.58,2023-12-30
HOLD000753,PORT00062,SEC00002,WSJ,Security 90,Option,294.69,352.97,154.0,2020-12-21
HOLD000754,PORT00063,SEC00047,NSS,Security 92,Stock,214.85,105.48,427.12,2024-04-30
HOLD000755,PORT00063,SEC00041,HDU,Security 44,ETF,307.69,157.32,299.85,2023-10-27
HOLD000756,PORT00063,SEC00054,JUH,Security 20,ETF,204.19,85.55,296.12,2022-07-18
HOLD000757,PORT00063,SEC00049,BIH,Security 23,Stock,648.08,67.8,54.34,2025-03-22
HOLD000758,PORT00063,SEC00059,XAI,Security 98,Bond,474.35,216.26,181.5,2022-10-07
HOLD000759,PORT00063,SEC00037,GGY,Security 60,Bond,251.21,62.63,405.05,2024-03-04
HOLD000760,PORT00063,SEC00076,BTO,Security 71,Bond,484.81,307.66,58.78,2023-03-15
HOLD000761,PORT00063,SEC00088,DVN,Security 37,Bond,55.18,364.28,406.12,2024-06-24
HOLD000762,PORT00063,SEC00029,OKV,Security 10,ETF,807.62,242.79,259.6,2024-03-06
HOLD000763,PORT00063,SEC00017,LDB,Security 90,Option,89.63,176.35,256.58,2023-03-10
HOLD000764,PORT00063,SEC00072,OCC,Security 74,ETF,877.61,411.02,137.34,2023-02-20
HOLD000765,PORT00063,SEC00059,KGC,Security 50,Bond,664.25,392.9,310.54,2025-08-28
HOLD000766,PORT00063,SEC00056,XMS,Security 79,Option,724.35,182.01,175.18,2024-04-17
HOLD000767,PORT00063,SEC00008,HZE,Security 71,Option,149.79,223.01,152.67,2024-01-12
HOLD000768,PORT00063,SEC00031,ZNN,Security 52,Option,678.07,13.87,282.77,2022-05-30
HOLD000769,PORT00063,SEC00040,NDW,Security 37,Mutual Fund,317.62,191.87,46.08,2025-04-08
HOLD000770,PORT00064,SEC00099,KKY,Security 75,Mutual Fund,515.86,493.76,336.28,2022-12-09
HOLD000771,PORT00064,SEC00020,CLO,Security 3,Option,905.14,322.94,160.2,2025-02-14
HOLD000772,PORT00064,SEC00091,TLM,Security 57,Bond,215.38,11.66,170.54,2024-05-08
HOLD000773,PORT00064,SEC00083,JHX,Security 53,Mutual Fund,965.11,295.75,243.8,2021-08-16
HOLD000774,PORT00064,SEC00062,SAW,Security 72,Option,891.77,374.21,466.26,2021-11-25
HOLD000775,PORT00064,SEC00055,RRY,Security 27,Option,757.91,338.88,363.93,2024-05-19
HOLD000776,PORT00064,SEC00075,DNS,Security 63,Stock,742.9,224.38,425.99,2021-09-20
HOLD000777,PORT00064,SEC00090,ERS,Security 39,Option,30.43,380.86,361.41,2024-01-04
HOLD000778,PORT00064,SEC00094,VCZ,Security 100,Option,421.39,360.03,394.53,2023-04-09
HOLD000779,PORT00064,SEC00063,RRB,Security 74,Bond,711.17,434.01,401.84,2023-10-03
HOLD000780,PORT00064,SEC00054,DOO,Security 23,Stock,629.56,21.61,121.24,2021-02-04
HOLD000781,PORT00064,SEC00015,THT,Security 6,Bond,50.74,476.11,400.19,2021-01-20
HOLD000782,PORT00064,SEC00036,KBC,Security 98,ETF,136.3,459.4,425.46,2024-03-02
HOLD000783,PORT00064,SEC00001,ZAT,Security 5,Bond,468.41,439.88,158.59,2024-12-28
HOLD000784,PORT00064,SEC00039,EJH,Security 7,Mutual Fund,400.65,297.42,472.86,2022-03-16
HOLD000785,PORT00064,SEC00003,KUR,Security 8,Option,143.42,108.86,38.63,2023-08-30
HOLD000786,PORT00064,SEC00060,STF,Security 88,Option,285.93,108.26,452.1,2024-01-04
HOLD000787,PORT00064,SEC00044,MIF,Security 19,ETF,2.38,428.83,270.87,2020-12-30
HOLD000788,PORT00064,SEC00058,ZLT,Security 60,Stock,964.52,413.26,404.48,2022-09-08
HOLD000789,PORT00064,SEC00001,QBI,Security 59,Option,732.53,156.52,385.76,2025-08-26
HOLD000790,PORT00065,SEC00012,LQJ,Security 67,Option,507.75,447.48,258.22,2020-12-28
HOLD000791,PORT00065,SEC00090,CFY,Security 96,Stock,755.15,333.34,101.43,2023-04-12
HOLD000792,PORT00065,SEC00021,KZY,Security 65,Stock,644.32,145.47,220.6,2022-09-21
HOLD000793,PORT00065,SEC00044,BYM,Security 45,ETF,985.29,436.56,122.49,2022-11-18
HOLD000794,PORT00065,SEC00044,CKL,Security 18,Option,465.95,316.67,264.98,2023-08-04
HOLD000795,PORT00065,SEC00061,ODU,Security 78,Stock,174.53,487.78,425.14,2021-12-10
HOLD000796,PORT00065,SEC00049,RER,Security 90,ETF,530.84,393.27,278.12,2021-06-30
HOLD000797,PORT00065,SEC00073,OAP,Security 82,Option,309.94,87.05,36.43,2025-02-24
HOLD000798,PORT00065,SEC00076,CXP,Security 60,Mutual Fund,641.07,274.21,122.74,2022-06-03
HOLD000799,PORT00065,SEC00019,POW,Security 51,Option,791.68,322.79,133.45,2021-11-06
HOLD000800,PORT00065,SEC00025,DDF,Security 37,Stock,611.91,361.51,419.42,2022-11-08
HOLD000801,PORT00065,SEC00096,MZV,Security 1,Mutual Fund,246.28,213.83,302.4,2024-01-30
HOLD000802,PORT00065,SEC00064,AJD,Security 14,Option,368.55,169.95,132.66,2024-08-13
HOLD000803,PORT00065,SEC00010,MIF,Security 89,Stock,616.7,223.62,386.84,2023-08-31
HOLD000804,PORT00065,SEC00088,XCY,Security 2,Option,837.11,166.51,287.51,2023-09-08
HOLD000805,PORT00065,SEC00004,ORZ,Security 54,Bond,999.89,404.82,91.58,2025-09-12
HOLD000806,PORT00066,SEC00062,WYV,Security 75,Bond,869.36,280.08,348.36,2021-08-29
HOLD000807,PORT00066,SEC00086,WIQ,Security 31,ETF,789.06,52.82,35.58,2021-12-08
