payment_id,loan_id,payment_date,amount,principal_paid,interest_paid,remaining_balance,status
LPAY00000629,LOAN000049,2024-05-06,2543.38,752.06,124.35,197955.85,Returned
LPAY00000630,LOAN000049,2025-11-09,947.73,1530.81,549.61,305837.73,Late
LPAY00000631,LOAN000049,2024-11-30,303.74,856.21,332.51,234031.65,Returned
LPAY00000632,LOAN000049,2024-08-08,1195.91,835.39,116.19,47773.83,Posted
LPAY00000633,LOAN000050,2025-05-18,1620.51,1057.83,669.7,152450.02,Returned
LPAY00000634,LOAN000050,2025-07-15,4157.99,489.47,209.32,278093.34,Returned
LPAY00000635,LOAN000050,2025-05-25,483.52,946.62,283.22,344161.62,Posted
LPAY00000636,LOAN000050,2024-10-26,110.84,3366.34,298.53,291407.07,Pending
LPAY00000637,LOAN000050,2025-11-14,1781.73,3942.3,282.47,223597.28,Late
LPAY00000638,LOAN000050,2024-08-18,1924.15,2495.37,431.4,25601.13,Returned
LPAY00000639,LOAN000050,2025-01-24,2627.03,3689.62,851.82,76352.57,Pending
LPAY00000640,LOAN000050,2025-04-21,4807.44,1016.02,434.34,249134.59,Posted
LPAY00000641,LOAN000050,2024-08-27,1815.7,2030.58,676.9,179895.07,Late
LPAY00000642,LOAN000050,2024-10-24,1900.85,610.73,959.02,105103.11,Pending
LPAY00000643,LOAN000050,2024-06-23,2186.37,2996.86,909.71,343555.21,Returned
LPAY00000644,LOAN000050,2025-08-25,790.38,3572.7,683.0,307146.03,Returned
LPAY00000645,LOAN000050,2024-03-09,110.43,1385.39,484.5,83086.65,Posted
LPAY00000646,LOAN000050,2024-07-19,4342.06,2284.21,956.16,269459.3,Late
LPAY00000647,LOAN000050,2024-10-24,4893.59,1030.88,431.82,177350.09,Posted
LPAY00000648,LOAN000050,2025-04-19,3806.26,2974.58,751.13,276249.82,Returned
LPAY00000649,LOAN000050,2025-03-16,1100.86,2330.55,340.69,196265.53,Posted
LPAY00000650,LOAN000050,2024-01-09,489.3,379.85,204.89,284548.47,Pending
LPAY00000651,LOAN000050,2024-03-01,1213.97,1075.3,899.93,394272.58,Pending
LPAY00000652,LOAN000050,2024-05-27,4445.74,525.59,357.71,167253.06,Returned
LPAY00000653,LOAN000050,2025-11-09,1539.99,743.83,661.14,113356.76,Returned
LPAY00000654,LOAN000050,2024-08-05,4580.4,1569.17,547.53,83048.7,Late
LPAY00000655,LOAN000050,2024-06-30,2660.34,3740.17,621.72,235966.59,Pending
LPAY00000656,LOAN000050,2025-02-22,4338.74,1171.69,139.38,356248.13,Posted
LPAY00000657,LOAN000051,2024-05-13,2633.5,900.35,596.01,236626.12,Pending
LPAY00000658,LOAN000051,2024-01-11,4161.1,3748.74,625.43,11577.41,Pending
LPAY00000659,LOAN000051,2024-09-17,1062.04,2828.69,237.81,44750.21,Pending
LPAY00000660,LOAN000051,2024-04-03,1548.79,3693.36,747.59,275289.97,Returned
LPAY00000661,LOAN000051,2025-02-11,1838.89,1062.89,366.3,286932.98,Posted
LPAY00000662,LOAN000051,2025-05-11,3352.44,2613.68,840.49,217452.77,Returned
LPAY00000663,LOAN000051,2024-11-19,2954.24,1925.53,828.03,350940.68,Posted
LPAY00000664,LOAN000051,2024-02-16,965.25,2580.93,301.89,388448.79,Late
LPAY00000665,LOAN000051,2024-06-09,4187.63,3577.68,466.0,50849.25,Late
LPAY00000666,LOAN000051,2024-03-15,495.23,2554.52,627.49,235354.57,Posted
LPAY00000667,LOAN000051,2025-04-05,2056.39,1275.35,450.97,65154.75,Posted
LPAY00000668,LOAN000051,2025-07-24,2757.66,3989.73,864.21,18304.67,Posted
LPAY00000669,LOAN000051,2025-03-07,2291.19,2802.86,561.03,387202.43,Posted
LPAY00000670,LOAN000052,2024-03-28,3950.58,485.55,652.71,141799.7,Pending
LPAY00000671,LOAN000052,2023-12-25,3346.65,1070.79,269.75,293596.51,Returned
LPAY00000672,LOAN000052,2025-07-26,3231.72,2052.76,38.84,145074.03,Posted
LPAY00000673,LOAN000052,2025-05-28,4638.72,3474.82,611.77,149656.51,Pending
LPAY00000674,LOAN000052,2025-08-04,3216.36,2713.48,482.63,123015.08,Late
LPAY00000675,LOAN000052,2024-08-26,4655.67,3833.68,752.97,297727.32,Returned
LPAY00000676,LOAN000052,2024-12-08,708.27,2039.64,785.72,188250.4,Late
LPAY00000677,LOAN000052,2024-08-11,306.9,697.95,864.75,305702.38,Pending
LPAY00000678,LOAN000052,2024-11-17,210.85,3155.17,193.36,293356.66,Pending
LPAY00000679,LOAN000052,2025-11-16,4646.23,915.03,858.51,147883.42,Posted
LPAY00000680,LOAN000052,2025-03-22,4869.29,3712.59,633.34,178365.2,Late
LPAY00000681,LOAN000052,2025-08-31,3149.99,3436.84,901.24,383519.6,Pending
LPAY00000682,LOAN000052,2023-12-05,1393.41,641.87,40.98,145509.21,Returned
LPAY00000683,LOAN000052,2025-05-30,1241.53,3073.3,599.4,316246.48,Late
LPAY00000684,LOAN000052,2024-11-22,867.15,719.53,164.3,176111.69,Posted
LPAY00000685,LOAN000052,2025-05-21,1888.38,2361.88,555.85,142698.64,Late
LPAY00000686,LOAN000052,2025-01-06,4226.06,587.41,843.09,129239.29,Returned
LPAY00000687,LOAN000052,2025-05-25,4216.62,3479.9,582.05,75139.9,Returned
LPAY00000688,LOAN000052,2024-08-22,1267.75,2625.2,679.4,275036.26,Returned
LPAY00000689,LOAN000052,2025-10-25,4234.79,1742.4,223.35,83233.99,Posted
LPAY00000690,LOAN000052,2024-02-21,463.95,387.77,975.33,294167.22,Late
LPAY00000691,LOAN000052,2024-07-23,3995.03,796.24,599.46,150302.43,Posted
LPAY00000692,LOAN000053,2024-09-26,718.68,3508.64,693.82,254487.32,Returned
LPAY00000693,LOAN000053,2025-02-20,3999.92,2969.22,213.09,113783.22,Returned
LPAY00000694,LOAN000053,2025-10-02,1260.15,114.41,419.68,98093.32,Returned
LPAY00000695,LOAN000053,2024-01-10,3557.97,553.52,630.19,182541.93,Posted
LPAY00000696,LOAN000053,2023-12-27,2336.26,3743.06,265.27,385214.37,Late
LPAY00000697,LOAN000053,2025-04-06,4839.64,313.66,630.54,163217.49,Late
LPAY00000698,LOAN000053,2025-05-21,1013.31,2081.24,474.39,293794.58,Returned
LPAY00000699,LOAN000053,2025-06-16,2364.49,3552.21,67.37,99116.34,Late
LPAY00000700,LOAN000053,2025-08-23,100.26,1526.05,565.27,318598.04,Pending
LPAY00000701,LOAN000053,2024-06-01,2309.75,3369.6,379.29,191238.63,Late
LPAY00000702,LOAN000053,2024-01-06,3771.35,2284.73,265.42,7022.75,Posted
LPAY00000703,LOAN000053,2024-03-15,2436.03,1737.6,949.11,398800.52,Posted
LPAY00000704,LOAN000053,2023-12-16,2416.44,3978.5,643.73,272540.81,Pending
LPAY00000705,LOAN000054,2024-09-21,621.25,1333.19,847.93,250753.54,Pending
LPAY00000706,LOAN000054,2025-03-02,3184.4,3174.78,948.14,224496.14,Pending
LPAY00000707,LOAN000054,2025-09-29,656.38,2232.23,123.38,369920.26,Pending
LPAY00000708,LOAN000054,2024-03-25,1818.67,489.43,770.73,255415.62,Late
LPAY00000709,LOAN000054,2024-02-12,3468.11,3246.96,358.84,51838.98,Pending
LPAY00000710,LOAN000054,2025-02-27,1704.34,3092.05,833.23,220653.81,Returned
LPAY00000711,LOAN000054,2025-10-25,3467.89,3736.85,786.88,361760.73,Pending
LPAY00000712,LOAN000054,2024-07-12,4303.5,3080.74,389.31,187546.72,Posted
LPAY00000713,LOAN000054,2024-10-26,3836.87,1740.57,930.27,287044.15,Posted
LPAY00000714,LOAN000054,2023-11-26,2156.91,160.51,104.54,216617.25,Pending
LPAY00000715,LOAN000055,2025-02-14,207.78,2806.09,106.28,118273.25,Late
LPAY00000716,LOAN000055,2025-10-13,2326.25,130.11,210.12,206946.83,Pending
LPAY00000717,LOAN000055,2024-12-30,1203.09,1845.34,741.29,345817.96,Returned
LPAY00000718,LOAN000055,2025-08-04,1819.47,2694.72,164.74,116831.96,Posted
LPAY00000719,LOAN000055,2025-09-16,1315.97,1079.01,300.6,221329.67,Posted
LPAY00000720,LOAN000055,2025-07-05,2132.56,2219.2,141.91,328953.88,Late
LPAY00000721,LOAN000055,2024-05-20,3508.6,1345.37,639.68,189216.95,Pending
LPAY00000722,LOAN000055,2024-01-28,4757.21,1669.41,505.6,130217.78,Posted
LPAY00000723,LOAN000055,2024-09-30,4849.43,3973.26,275.69,302408.01,Late
LPAY00000724,LOAN000055,2024-08-31,353.03,2448.08,223.07,33168.76,Late
LPAY00000725,LOAN000055,2024-07-08,2881.29,2379.51,337.1,42395.09,Pending
LPAY00000726,LOAN000055,2024-03-25,3762.27,3488.7,820.53,391855.61,Late
LPAY00000727,LOAN000055,2024-03-02,1166.57,1878.44,697.9,124266.37,Returned
LPAY00000728,LOAN000055,2024-06-27,1384.94,2404.55,722.31,294326.4,Pending
LPAY00000729,LOAN000055,2025-03-29,385.92,3275.37,479.55,351502.06,Late
LPAY00000730,LOAN000055,2024-01-22,1992.24,1352.94,690.56,261786.45,Pending
LPAY00000731,LOAN000055,2024-05-03,2167.41,3366.15,998.55,203554.8,Returned
LPAY00000732,LOAN000055,2024-10-01,4191.88,3998.89,41.26,30010.37,Posted
LPAY00000733,LOAN000056,2024-01-30,3802.98,1917.46,64.47,45213.75,Late
LPAY00000734,LOAN000056,2024-08-10,116.01,2635.83,275.01,279492.36,Late
LPAY00000735,LOAN000056,2025-03-07,1648.03,3514.59,776.93,337382.99,Pending
LPAY00000736,LOAN000056,2024-12-01,2089.11,578.8,973.5,364241.52,Posted
LPAY00000737,LOAN000056,2024-04-26,3433.43,1360.68,958.58,35514.9,Late
LPAY00000738,LOAN000056,2024-11-18,3659.57,2732.72,140.54,142086.23,Pending
LPAY00000739,LOAN000056,2025-09-12,2092.34,1458.97,307.04,174023.45,Posted
LPAY00000740,LOAN000056,2025-11-23,133.71,3999.31,546.74,208907.91,Returned
LPAY00000741,LOAN000056,2024-02-05,2164.64,2991.74,115.74,96744.61,Returned
LPAY00000742,LOAN000056,2025-06-07,884.5,2052.94,332.67,380612.83,Pending
LPAY00000743,LOAN000056,2025-09-04,4218.71,1151.81,239.33,115649.0,Posted
LPAY00000744,LOAN000056,2025-10-09,3633.39,1994.39,151.69,167059.75,Posted
LPAY00000745,LOAN000056,2024-03-28,3408.8,2449.63,50.37,179568.99,Returned
LPAY00000746,LOAN000056,2024-08-18,1310.64,434.77,795.11,327424.54,Late
LPAY00000747,LOAN000056,2023-12-18,4072.16,3141.07,983.92,128042.82,Pending
LPAY00000748,LOAN000056,2025-04-24,1717.97,2198.0,123.17,397043.94,Posted
LPAY00000749,LOAN000056,2024-02-22,1548.67,1132.62,667.67,198457.33,Returned
LPAY00000750,LOAN000056,2024-07-27,758.31,2371.19,774.86,325198.9,Posted
LPAY00000751,LOAN000056,2025-08-09,2671.45,2044.25,105.29,372817.22,Posted
LPAY00000752,LOAN000056,2024-08-31,1951.13,3101.67,684.85,130340.46,Late
LPAY00000753,LOAN000056,2025-01-02,2723.46,2552.58,687.08,397648.32,Posted
LPAY00000754,LOAN000056,2025-03-11,806.08,932.08,443.61,187924.88,Returned
LPAY00000755,LOAN000056,2024-07-22,3604.79,567.37,379.51,109217.14,Returned
LPAY00000756,LOAN000057,2025-10-24,4507.71,3705.25,786.95,71230.03,Returned
LPAY00000757,LOAN000057,2025-04-18,4769.03,3192.81,840.75,84507.69,Posted
LPAY00000758,LOAN000057,2024-11-19,2333.07,3904.52,124.71,341099.3,Returned
LPAY00000759,LOAN000057,2025-05-23,3054.71,2704.71,392.21,252622.74,Pending
LPAY00000760,LOAN000057,2024-07-22,1221.38,717.98,568.14,24433.91,Late
LPAY00000761,LOAN000057,2025-06-02,2045.39,1332.15,689.35,116947.78,Posted
LPAY00000762,LOAN000057,2024-02-17,3306.3,2877.05,664.26,398947.43,Late
LPAY00000763,LOAN000057,2024-06-23,4861.11,2453.36,874.68,393619.88,Posted
LPAY00000764,LOAN000057,2024-02-24,477.93,3319.75,743.21,76257.82,Posted
LPAY00000765,LOAN000057,2025-02-12,1556.98,425.06,608.95,398249.17,Late
LPAY00000766,LOAN000057,2023-12-17,2706.76,1417.95,259.24,140670.78,Posted
LPAY00000767,LOAN000057,2025-02-06,1629.74,715.02,34.55,310387.6,Late
LPAY00000768,LOAN000057,2025-08-17,2083.15,902.13,430.54,264400.63,Returned
LPAY00000769,LOAN000058,2025-08-18,2485.86,259.91,228.55,176812.34,Posted
LPAY00000770,LOAN000058,2025-03-05,4884.65,3536.64,273.1,50883.26,Pending
LPAY00000771,LOAN000058,2025-10-14,2185.86,3500.84,400.71,150587.39,Posted
LPAY00000772,LOAN000058,2023-12-14,4175.29,3080.43,424.59,370033.53,Pending
LPAY00000773,LOAN000058,2024-04-30,3366.59,432.34,502.92,200819.63,Posted
LPAY00000774,LOAN000058,2024-08-31,4069.7,1138.26,951.44,191471.22,Pending
LPAY00000775,LOAN000058,2025-11-05,4811.73,2267.83,695.56,348629.99,Pending
LPAY00000776,LOAN000058,2025-06-21,1958.23,2414.39,777.11,367052.45,Returned
LPAY00000777,LOAN000058,2025-04-06,1466.51,1294.66,862.2,278871.84,Returned
LPAY00000778,LOAN000058,2025-09-21,537.7,1332.73,45.44,212158.54,Late
LPAY00000779,LOAN000059,2024-04-13,430.3,1200.28,394.99,27943.42,Returned
LPAY00000780,LOAN000059,2024-04-04,925.79,486.41,446.73,288079.93,Late
LPAY00000781,LOAN000059,2025-07-01,2088.32,1958.32,518.09,188662.89,Returned
LPAY00000782,LOAN000059,2024-06-24,1277.51,2809.97,749.15,190352.35,Posted
LPAY00000783,LOAN000059,2025-09-15,3881.71,1058.33,655.74,126666.4,Late
LPAY00000784,LOAN000059,2024-08-07,483.32,914.12,669.25,222020.77,Returned
LPAY00000785,LOAN000059,2025-04-24,1342.92,3531.28,235.84,337399.16,Late
LPAY00000786,LOAN000059,2023-12-28,4844.83,1005.01,390.09,58299.06,Late
LPAY00000787,LOAN000059,2024-02-05,4608.54,2290.08,671.52,99054.52,Pending
LPAY00000788,LOAN000060,2024-12-07,2827.38,3814.5,936.27,200353.94,Returned
LPAY00000789,LOAN000061,2025-02-08,116.22,3693.85,384.18,12059.79,Posted
LPAY00000790,LOAN000061,2025-10-19,2230.31,2761.39,938.1,26967.77,Late
LPAY00000791,LOAN000061,2024-06-22,4299.89,3182.21,100.65,245335.09,Pending
LPAY00000792,LOAN000061,2024-04-15,3511.36,1752.43,201.05,171714.97,Returned
LPAY00000793,LOAN000061,2025-07-31,1564.8,118.46,86.08,29617.0,Returned
LPAY00000794,LOAN000061,2024-04-30,1879.12,274.84,234.93,186091.56,Pending
LPAY00000795,LOAN000062,2024-02-01,466.54,1390.47,292.06,303396.35,Returned
LPAY00000796,LOAN000062,2025-08-16,4824.3,3684.15,964.29,270992.66,Pending
LPAY00000797,LOAN000062,2025-01-08,410.54,3267.3,168.33,63068.97,Pending
LPAY00000798,LOAN000062,2025-04-20,2776.95,866.94,54.66,155136.9,Pending
LPAY00000799,LOAN000062,2024-01-28,882.63,3727.23,510.57,178111.8,Late
LPAY00000800,LOAN000062,2024-08-08,1213.19,2983.34,467.01,174830.25,Late
LPAY00000801,LOAN000062,2024-02-04,604.03,2222.87,858.79,148606.1,Posted
LPAY00000802,LOAN000062,2024-07-21,719.32,3101.76,612.93,109720.68,Posted
LPAY00000803,LOAN000062,2025-05-10,2526.87,1085.65,305.92,32765.69,Pending
LPAY00000804,LOAN000062,2025-10-31,4679.57,2074.51,886.78,102525.06,Late
LPAY00000805,LOAN000062,2024-11-19,863.35,3673.68,824.59,130168.99,Late
LPAY00000806,LOAN000062,2025-07-18,928.44,1397.44,868.05,29365.47,Posted
LPAY00000807,LOAN000062,2025-03-28,3786.65,2958.83,156.42,352512.29,Returned
LPAY00000808,LOAN000063,2025-03-28,1134.3,799.61,655.9,5305.35,Returned
LPAY00000809,LOAN000063,2025-08-14,4054.92,2533.1,235.01,32082.81,Pending
LPAY00000810,LOAN000063,2024-07-07,784.43,866.21,985.42,332512.09,Returned
LPAY00000811,LOAN000063,2023-12-20,3140.26,2070.94,745.04,50757.66,Pending
LPAY00000812,LOAN000064,2024-11-09,3657.77,744.89,925.05,31486.24,Posted
LPAY00000813,LOAN000064,2025-09-06,608.83,2363.95,945.13,220160.44,Posted
LPAY00000814,LOAN000064,2024-06-22,2462.14,2301.42,886.23,83437.64,Posted
LPAY00000815,LOAN000064,2025-05-15,2629.74,2614.21,91.63,258288.88,Returned
LPAY00000816,LOAN000064,2025-11-02,892.44,3440.76,824.49,204554.08,Returned
LPAY00000817,LOAN000064,2024-01-21,4607.46,2942.48,639.48,218694.71,Late
LPAY00000818,LOAN000064,2025-03-27,1099.25,1305.3,996.97,323230.62,Returned
LPAY00000819,LOAN000064,2025-05-24,4922.94,1030.17,943.19,202690.07,Posted
LPAY00000820,LOAN000064,2024-11-17,4895.52,2122.4,775.8,194905.09,Returned
LPAY00000821,LOAN000064,2024-06-29,277.38,1661.03,499.99,21538.98,Late
LPAY00000822,LOAN000064,2025-02-06,2151.76,1129.84,928.79,262777.79,Returned
LPAY00000823,LOAN000064,2025-02-18,2619.94,161.61,728.31,312461.12,Pending
LPAY00000824,LOAN000064,2023-12-22,3885.25,165.66,153.78,17124.57,Returned
LPAY00000825,LOAN000064,2024-11-07,1352.67,622.36,830.06,62027.44,Late
LPAY00000826,LOAN000064,2024-05-05,2955.94,196.05,308.16,155359.55,Pending
LPAY00000827,LOAN000064,2024-10-08,1032.11,2708.86,756.85,135011.15,Returned
LPAY00000828,LOAN000064,2024-11-23,3846.69,1531.99,680.37,288447.96,Posted
LPAY00000829,LOAN000064,2025-02-17,364.91,1023.55,278.47,340271.92,Late
LPAY00000830,LOAN000064,2025-02-13,1689.38,1714.46,571.02,353625.33,Pending
LPAY00000831,LOAN000064,2024-01-26,3802.05,3633.02,198.16,104970.39,Returned
LPAY00000832,LOAN000064,2025-09-25,2583.31,327.93,922.23,144385.98,Returned
LPAY00000833,LOAN000064,2024-10-02,4045.48,3811.67,298.47,264314.47,Returned
LPAY00000834,LOAN000064,2024-11-06,2645.19,1109.09,589.46,210322.55,Late
LPAY00000835,LOAN000064,2024-07-30,702.17,1959.41,390.31,39269.24,Posted
LPAY00000836,LOAN000065,2025-06-06,3327.65,3313.72,346.0,335708.97,Returned
LPAY00000837,LOAN000065,2025-11-12,1947.37,1435.5,341.39,141413.43,Pending
LPAY00000838,LOAN000065,2024-04-01,3930.03,3917.63,32.66,269008.47,Late
LPAY00000839,LOAN000065,2025-04-18,2231.05,3217.47,278.62,206148.23,Late
LPAY00000840,LOAN000065,2024-05-26,3323.02,2867.01,400.95,305192.78,Posted
LPAY00000841,LOAN000065,2024-07-04,1492.68,1786.54,323.06,161659.61,Pending
LPAY00000842,LOAN000066,2024-01-26,1146.67,1762.84,701.11,5742.28,Posted
LPAY00000843,LOAN000066,2024-06-22,2946.63,1931.9,941.47,94379.96,Posted
LPAY00000844,LOAN000066,2025-04-11,2177.5,3866.31,702.87,305585.97,Returned
LPAY00000845,LOAN000066,2024-08-01,1447.35,1778.47,950.63,86799.17,Late
LPAY00000846,LOAN000066,2025-11-17,2876.48,2744.15,63.15,135847.77,Posted
LPAY00000847,LOAN000066,2025-08-03,3505.25,2704.87,207.5,78680.51,Late
LPAY00000848,LOAN000066,2025-04-05,3757.05,3927.78,475.23,54500.08,Returned
LPAY00000849,LOAN000066,2023-12-08,1514.75,3769.41,698.54,39542.74,Late
LPAY00000850,LOAN000066,2025-03-28,3750.46,129.98,153.81,357846.15,Posted
LPAY00000851,LOAN000066,2025-07-21,1725.27,2106.85,326.66,348196.89,Returned
LPAY00000852,LOAN000066,2025-04-25,4523.94,871.72,92.91,178530.28,Late
LPAY00000853,LOAN000066,2024-07-31,2421.36,2765.97,288.51,57272.94,Posted
LPAY00000854,LOAN000066,2024-11-08,4211.33,581.09,752.2,35994.17,Returned
LPAY00000855,LOAN000066,2024-10-18,4386.66,733.28,173.06,91516.01,Late
LPAY00000856,LOAN000067,2025-09-03,3924.27,2205.6,289.98,175925.37,Returned
LPAY00000857,LOAN000067,2025-03-06,629.55,3648.22,823.41,275777.88,Pending
LPAY00000858,LOAN000068,2025-09-03,3268.98,3820.06,793.4,353964.15,Pending
LPAY00000859,LOAN000068,2025-08-03,2990.69,2126.57,742.68,224581.72,Pending
LPAY00000860,LOAN000068,2024-08-02,2133.27,914.75,217.83,238878.12,Returned
LPAY00000861,LOAN000068,2025-03-30,1918.52,2948.39,536.68,277288.83,Returned
LPAY00000862,LOAN000068,2024-02-10,2733.12,827.92,990.89,189533.38,Pending
LPAY00000863,LOAN000068,2024-08-03,1499.22,1870.36,318.12,277253.15,Returned
LPAY00000864,LOAN000068,2025-05-18,2296.67,3763.37,746.63,238590.14,Pending
LPAY00000865,LOAN000068,2025-07-20,4391.82,2619.63,604.07,11317.77,Posted
LPAY00000866,LOAN000068,2025-07-15,1314.08,1724.63,517.64,273795.76,Posted
LPAY00000867,LOAN000068,2024-12-19,1837.49,3751.83,765.52,332469.62,Returned
LPAY00000868,LOAN000068,2025-03-17,2986.63,2386.85,457.56,280873.99,Posted
LPAY00000869,LOAN000068,2025-02-19,3422.22,1039.42,703.74,367009.15,Returned
LPAY00000870,LOAN000068,2025-08-30,1161.22,1116.58,159.34,147784.07,Posted
LPAY00000871,LOAN000068,2024-10-11,1287.34,3564.66,463.08,128942.17,Late
LPAY00000872,LOAN000068,2025-03-02,3626.42,2028.94,47.1,7210.88,Pending
LPAY00000873,LOAN000069,2025-11-20,4884.99,3141.59,600.94,195030.21,Late
LPAY00000874,LOAN000069,2024-08-10,2096.28,68.03,682.1,162988.99,Returned
LPAY00000875,LOAN000069,2024-01-18,4862.0,2764.23,576.58,329243.35,Pending
LPAY00000876,LOAN000070,2024-05-22,3398.48,819.0,641.89,13786.31,Returned
LPAY00000877,LOAN000070,2024-04-07,2643.34,214.07,851.67,195272.89,Pending
LPAY00000878,LOAN000070,2025-11-07,2549.38,3624.34,580.68,395212.93,Pending
LPAY00000879,LOAN000070,2024-06-09,444.63,102.04,906.08,76506.07,Pending
LPAY00000880,LOAN000070,2025-02-09,126.76,2985.81,90.92,134385.88,Pending
LPAY00000881,LOAN000070,2023-12-01,1954.61,3112.72,486.98,350058.26,Late
LPAY00000882,LOAN000070,2024-09-28,3486.37,813.42,726.4,72038.97,Late
LPAY00000883,LOAN000070,2025-10-31,1890.79,2612.28,471.4,209428.17,Late
LPAY00000884,LOAN000070,2024-06-29,4376.17,3377.78,826.22,301059.86,Late
LPAY00000885,LOAN000070,2024-04-11,1723.07,1942.64,189.17,12351.12,Pending
LPAY00000886,LOAN000070,2025-04-08,1588.52,3982.63,665.21,346370.64,Posted
LPAY00000887,LOAN000070,2025-01-24,4336.13,3410.63,291.43,270802.69,Posted
LPAY00000888,LOAN000070,2025-07-21,1304.99,2895.95,867.35,72069.06,Late
LPAY00000889,LOAN000070,2024-03-11,868.87,2231.07,303.3,13705.13,Returned
LPAY00000890,LOAN000070,2024-03-12,3872.84,1300.24,230.66,275155.5,Late
LPAY00000891,LOAN000070,2025-03-29,3174.0,1293.61,940.29,71145.57,Pending
LPAY00000892,LOAN000071,2024-07-15,771.99,3306.36,324.49,228561.97,Posted
LPAY00000893,LOAN000072,2024-10-26,126.95,3662.35,158.63,198908.96,Posted
LPAY00000894,LOAN000072,2025-04-01,926.91,3690.05,692.86,95486.89,Pending
LPAY00000895,LOAN000072,2024-08-05,2718.92,3557.29,68.97,215435.05,Posted
LPAY00000896,LOAN000072,2024-03-03,3468.18,1147.15,998.72,229366.77,Pending
LPAY00000897,LOAN000072,2024-04-29,4779.06,1480.17,372.56,176086.87,Pending
LPAY00000898,LOAN000072,2025-05-28,3921.82,3471.84,17.29,275841.14,Pending
LPAY00000899,LOAN000072,2024-01-20,726.89,3540.59,274.69,314740.92,Posted
LPAY00000900,LOAN000072,2025-04-12,293.62,1564.82,110.0,205197.03,Late
LPAY00000901,LOAN000072,2024-01-21,4065.83,266.21,129.98,76170.23,Late
LPAY00000902,LOAN000072,2025-11-22,4067.88,3531.23,281.39,40339.09,Posted
LPAY00000903,LOAN000072,2025-07-20,2595.39,767.56,294.6,90515.27,Pending
LPAY00000904,LOAN000073,2024-04-12,1926.25,357.76,135.88,72378.18,Pending
LPAY00000905,LOAN000073,2025-07-23,1164.7,2331.76,685.01,370613.4,Late
LPAY00000906,LOAN000073,2024-06-22,4480.72,1168.33,194.75,94148.26,Posted
LPAY00000907,LOAN000073,2025-05-31,773.76,2867.25,783.74,323480.23,Posted
LPAY00000908,LOAN000073,2024-10-18,4255.89,257.01,762.61,240285.8,Late
LPAY00000909,LOAN000073,2025-04-08,3444.52,3857.46,10.06,244663.44,Late
LPAY00000910,LOAN000073,2024-01-15,3973.2,3261.62,857.42,265146.27,Posted
LPAY00000911,LOAN000073,2025-01-27,4667.9,3466.56,639.58,336425.14,Late
LPAY00000912,LOAN000073,2023-12-20,3561.18,2518.11,575.31,377613.94,Posted
LPAY00000913,LOAN000073,2024-07-14,2092.18,135.13,115.04,326195.18,Posted
LPAY00000914,LOAN000073,2025-08-05,1804.19,3217.32,216.91,46474.01,Returned
LPAY00000915,LOAN000073,2023-12-17,2284.77,254.8,671.0,44764.79,Posted
LPAY00000916,LOAN000073,2025-01-19,3403.9,3612.99,564.23,55733.3,Posted
LPAY00000917,LOAN000073,2024-10-03,1385.6,1424.35,952.79,259412.7,Posted
LPAY00000918,LOAN000073,2024-02-18,225.6,2210.96,635.56,282509.16,Pending
LPAY00000919,LOAN000073,2024-09-06,3856.79,623.09,692.7,225682.2,Pending
LPAY00000920,LOAN000073,2024-03-09,2332.5,1524.34,641.71,281479.27,Posted
LPAY00000921,LOAN000073,2024-02-10,1645.48,1435.55,690.79,186262.82,Posted
LPAY00000922,LOAN000073,2024-09-14,2278.92,3370.39,894.61,57795.2,Late
LPAY00000923,LOAN000073,2025-02-19,3555.02,432.84,31.52,390918.32,Returned
LPAY00000924,LOAN000073,2025-07-13,1673.76,848.46,652.13,66866.07,Returned
LPAY00000925,LOAN000073,2025-10-10,2345.03,830.65,402.08,170706.91,Returned
LPAY00000926,LOAN000073,2024-05-08,4215.37,3318.46,578.62,376829.0,Posted
LPAY00000927,LOAN000073,2023-11-26,3393.81,3563.2,821.04,57250.45,Late
LPAY00000928,LOAN000074,2025-10-08,1413.71,609.02,752.77,171997.83,Returned
LPAY00000929,LOAN000074,2024-06-09,3317.25,1312.79,70.13,128387.01,Returned
LPAY00000930,LOAN000074,2024-01-25,737.0,1402.69,545.29,207826.02,Posted
LPAY00000931,LOAN000074,2024-10-02,164.41,1362.69,648.43,244328.64,Pending
LPAY00000932,LOAN000074,2023-12-01,2250.48,306.68,901.32,390411.68,Late
LPAY00000933,LOAN000074,2024-01-14,3737.51,1239.4,778.08,271205.12,Returned
LPAY00000934,LOAN000074,2025-06-27,2950.01,722.5,567.76,38994.89,Pending
LPAY00000935,LOAN000074,2025-04-09,1426.03,3993.47,233.07,218227.98,Pending
LPAY00000936,LOAN000074,2025-11-02,3096.14,596.35,605.35,202527.27,Pending
LPAY00000937,LOAN000074,2025-04-23,677.62,3926.03,184.54,307731.09,Posted
LPAY00000938,LOAN000075,2024-12-09,3469.19,220.98,369.59,104250.8,Posted
LPAY00000939,LOAN000075,2025-05-14,1365.28,254.61,541.74,143904.8,Late
LPAY00000940,LOAN000075,2024-03-03,4089.94,361.95,817.22,299008.85,Pending
LPAY00000941,LOAN000075,2024-03-13,3875.64,3775.27,258.58,350365.9,Late
LPAY00000942,LOAN000075,2023-12-03,4911.02,2275.02,888.9,56904.97,Posted
